sample_id,forecast_date,forecast_year,monsoon_month,region,latitude,longitude,elevation_m,lead_time_hours,regime,nwp_rainfall_mm,nwp_temperature_c,relative_humidity,specific_humidity,wind_speed_ms,surface_pressure_hpa,vertical_velocity_pa_s,sea_surface_temperature_c,sst_anomaly_c,mjo_phase,enso_index,iod_index,orographic_factor,coastal_distance_km,forecast_error_mm,observed_rainfall_mm,heavy_rainfall
15,2014-09-06,2014,9,west_coast,9.203127008453574,74.35627774265835,349.5180884969071,53,coastal_orographic,2.651064833240294,26.20792820522971,58.08292058400444,19.60211860333189,9.908716150401514,1013.23128498338,-0.23111364852197996,26.893182466527925,-0.35863068822715843,5,-1.0447719457866063,1.3252332630711297,0.38043069603428903,145.79686626994803,17.890054007874234,20.54111884111453,True
16,2017-09-22,2017,9,east_coast,15.240392423971189,82.81096642823991,292.3204759472148,46,active_monsoon,8.295841241682623,27.4091985544115,79.6264496486322,17.05492372116197,2.3542816148838153,1013.6455886500555,-0.04390137494239334,28.243515664436774,-0.43405409226940955,1,0.5783554469224832,-0.5850628919786174,0.37773794671216004,354.4085686136338,12.834675775288735,21.13051701697136,False
17,2014-06-18,2014,6,peninsular_india,13.470077964414187,76.74914071409033,499.7120064883349,29,break_monsoon,3.5523916387819217,29.574946043234124,67.11025839980256,12.246376480914696,4.3155585575008715,1020.1353966397264,0.014178740288754973,27.669490038599758,-0.09565225680859042,3,0.7063278247129052,0.47434686427990225,0.04138771915017814,145.94502602632733,-1.8988519761670377,1.653539662614884,False
18,2016-08-11,2016,8,peninsular_india,10.511970057011965,83.61255111560097,250.87353314217478,63,monsoon_low_depression,5.136980022243836,29.800362929124287,75.68344082656718,15.572601666045728,7.015991413317268,1020.078689361179,-0.008324464693260814,28.896895780051015,0.8551527454720926,8,-0.5670394942321035,1.7674505753645846,0.11825728110016928,74.41389742202394,14.04977156580848,19.186751588052317,False
19,2018-07-01,2018,7,west_coast,17.007408676077254,73.54627440348095,95.88498683375822,69,active_monsoon,9.685418233643267,26.931037384870745,80.14168792506958,14.460863665485926,11.933260784731807,1016.7462149546498,-0.13209702002461637,28.867501824327967,0.06159748105865509,2,-1.5819953603934072,0.32335570445980727,0.2682508609089368,166.24960769544953,12.560045346598207,22.245463580241474,False
20,2019-09-28,2019,9,central_india,17.60492577754158,79.05182343883092,700.3635305856836,75,coastal_orographic,5.296176402150943,26.822304527451195,89.02554561270262,15.336789941808146,14.107918822633867,1016.7786203133705,0.05689375681063828,28.298294478280337,-0.507400693453454,4,-0.1450289315822425,0.06006856732465103,0.1853719919520213,246.53906732826164,9.38874939479479,14.684925796945732,False
21,2015-09-27,2015,9,east_coast,9.094508390247212,84.86920125428539,205.75869558805675,94,break_monsoon,2.081140026233128,27.57570047161799,88.09947006406207,13.306285213018139,,1018.2633831298735,0.09587188463973709,27.772495616046424,1.2405631013896459,7,-0.8084409003431007,1.106698005276558,0.43838477169183987,42.8035779327498,13.08551568731219,15.166655713545317,False
22,2025-08-30,2025,8,himalayan,28.246379502203258,93.82364278674699,1850.9955223363597,25,active_monsoon,1.4299143342101654,26.410684005103235,73.07518600930285,10.361105566544882,2.444011639980947,992.6727743519666,0.14703314224218808,28.86773835128502,-0.04652727959935895,8,-0.7436571823754969,-0.8836511500158898,0.5810634739767598,537.1783195974032,10.742221948565843,12.172136282776009,False
23,2021-07-21,2021,7,west_coast,21.942260511456404,75.55644858484882,115.19031700887963,75,monsoon_low_depression,1.4498865825082785,23.529313957689116,65.21184931605136,12.639665948519383,,1007.8212168098883,0.02187973679865444,29.51415399811525,-0.39394838497712326,4,-1.606414194446903,0.08717096170688385,0.3974303276032651,50.93288669149505,9.154792213437076,10.604678795945356,False
24,2011-07-11,2011,7,east_coast,17.530944027824738,79.42374900976239,48.73890665050823,89,active_monsoon,3.3988264115988454,26.33830415647246,70.15662930094523,,2.6687836509016343,1009.9563623714569,0.12782137192006535,29.12033808598362,0.8120630771911381,1,0.17862652250675537,0.05069569197239722,0.39781232385380055,92.93718196833723,2.0440176921918067,5.442844103790652,False
25,2015-07-28,2015,7,east_coast,15.099287279478,85.07277212553032,626.6865362841534,109,active_monsoon,19.362564683887697,28.307659825852262,76.86504161680807,18.32066543943848,3.5084361459249798,1020.3164144917769,-0.10016685453671598,24.754931707024298,1.0323631268780862,7,-1.085756146173821,-0.7352933292721527,0.4169431829527571,26.025182101977187,15.553293894891354,34.91585857877905,False
26,2011-07-14,2011,7,peninsular_india,9.478399434705244,82.76882475022445,520.2017959875881,100,break_monsoon,8.289743329504509,28.91164130065913,70.04844793943148,13.52358280313456,6.41220580115459,1027.265187317975,-0.12760364708856237,29.822107613694527,-0.28279660393789186,5,1.1689537110191686,-2.0645133629984214,0.3617795597712982,216.95325486432748,-2.6208971889962775,5.668846140508231,False
27,2020-08-19,2020,8,east_coast,10.270417269836393,83.11704935531749,141.77170440426298,70,coastal_orographic,6.904766785220699,23.342491017335725,78.3555749747658,13.04975168420554,13.101978614458272,1015.7467705707371,-0.11040198168557677,26.896250558732483,-0.056162117547407645,3,0.8125330283914872,-0.302391985875356,0.5360334563379552,35.15480658581622,16.254361847124166,23.159128632344864,False
28,2015-09-09,2015,9,east_coast,16.108436015459557,82.28328102213196,95.54787266531821,68,coastal_orographic,7.857777561063015,25.20924389004292,60.02193091055794,19.285255058415007,9.046575806451735,1011.4099018424373,-0.20995987498739915,26.11036823501381,0.8745145635100001,2,1.0584590255511612,-0.4948842485415378,0.5845512306090188,186.33220413347115,17.272967114424826,25.13074467548784,False
29,2022-09-25,2022,9,east_coast,16.815082445860966,78.6109361034966,127.81952389212086,119,coastal_orographic,7.292271326552758,30.701910440889424,61.52986420876472,16.362274623090826,3.381034611254342,1016.6337185700215,-0.09828842419492456,28.581298407712076,-0.15332051645192318,6,-1.3846457320636851,0.04718493620637013,0.3420943527499322,160.37738435269574,14.337912847142766,21.630184173695525,False
30,2023-08-24,2023,8,north_india,33.5850374957246,77.48314514304046,118.51058595942195,53,active_monsoon,8.16543724584749,20.839779737312078,68.11913268097977,12.840511111550937,0.3916199885274096,990.802351319485,0.05775111705264407,27.87316583232939,0.6550501911323356,5,-0.9825703169655393,0.8024516982960435,0.1432140614237965,683.8656218125446,-2.2728186335637144,5.892618612283776,False
31,2019-07-14,2019,7,himalayan,29.8032852642896,81.43084695064128,2868.847614769999,28,monsoon_low_depression,15.228839951420545,29.770088169167536,82.33874868503298,16.326854899485166,6.082163440157389,1001.5720769344214,-0.019574324423442042,27.89636460965493,-0.2220329995656023,8,1.6480361764429043,-0.4998525721014019,0.607326402548694,616.0669109949156,21.411639444917032,36.640479396337575,False
32,2011-07-12,2011,7,northeast_india,26.190056896414923,89.9437299734984,375.8760536904652,90,active_monsoon,2.7656010930901775,25.678710989324145,85.45776434902439,11.043126858492325,2.3392805425114918,998.1784554984324,-0.03389121194961055,27.943628517032025,0.18190578772932642,4,0.3157365813397053,-0.1428634463064279,0.15027659047937528,266.74220486143565,9.451097848226057,12.216698941316235,False
33,2011-07-25,2011,7,north_india,25.087953870879623,81.69177341258806,144.1465525753922,39,monsoon_low_depression,2.5307528834628488,25.01499244137113,67.61600012737584,13.576315633554133,6.109940090086289,995.731704777487,0.1412698268974008,28.025117303493566,-0.3405218546091354,1,-1.0946261525786272,0.3855575965427815,0.11277584703041099,215.77860371359668,9.361367553898116,11.892120437360965,False
34,2015-07-28,2015,7,himalayan,30.314956616764132,76.66235706801027,962.8069566797386,85,break_monsoon,1.7678429043394734,26.769974053950946,78.22815586839306,14.473260834174445,1.3049835490129336,994.8328078294085,0.06400788671451739,29.797185889055253,-0.3155651426561746,4,0.11846495478890234,-0.9216436281017568,0.31741808438362307,18.948364398076325,-1.7329558498794813,0.034887054459992184,False
35,2020-08-21,2020,8,north_india,25.986694808378296,85.03273231872618,776.8484685099028,105,coastal_orographic,1.9001980859437004,27.472623087610607,80.0388895831395,11.690438423136321,2.8735568121215573,999.9453155035004,0.2383818571771687,27.770425025043824,0.47400550364328575,3,-0.8813731108713658,0.2821672351814495,0.4226829923573986,752.7078255704582,8.33537836215762,10.23557644810132,False
36,2010-06-03,2010,6,east_coast,11.097463837380788,82.46345784813062,150.02086015711518,54,break_monsoon,5.276635475340588,27.966284397195455,75.00519818813278,13.732623669747047,10.002548902303893,1015.2418402931008,-0.04379420153438287,26.415766808964147,0.012948454646532687,5,0.0711895451024776,-0.8663078144858383,0.353558557752258,10.974664341445221,6.265800500929472,11.54243597627006,False
37,2018-08-30,2018,8,west_coast,17.429739490425405,70.71317998212987,134.9515663303716,119,active_monsoon,3.3970460159693654,35.516875497533206,67.75745573797829,19.216314724931074,3.1823820074368783,1022.15391649634,-0.08940897962026119,26.947264077029594,0.618832794013029,6,-0.9945255289226105,-0.052394347624145646,0.5048715391304738,175.10506696551843,5.303251484939404,8.70029750090877,False
38,2020-07-08,2020,7,east_coast,15.52060454577775,81.86750945857602,160.94816615517362,61,coastal_orographic,3.7880076892514833,30.16599034610236,65.74913301424061,15.137108359498919,5.882319207541955,1018.9406560381462,0.04409328345395219,28.974534400257895,-0.6848220917635798,6,-1.1956452324101243,-1.1427359934296044,0.3720744758065243,28.406029025298714,12.280029858010263,16.068037547261746,False
39,2020-09-13,2020,9,himalayan,30.644452773698735,82.59483610571297,721.0844690451856,93,active_monsoon,1.3220827134967443,30.288863513165392,80.8136061904216,,3.1729291434546383,984.5081362828189,0.0861500848639585,28.58003837219343,0.7919208635811146,1,0.6483645940338483,-0.2949378379269411,0.5278979334804447,332.1364323589613,11.391075059336284,12.713157772833029,False
40,2019-07-16,2019,7,west_coast,13.609433351742865,72.6118892413233,83.8794965121975,85,active_monsoon,1.5325121718903836,31.223821883656385,75.76828236891555,11.381468630732883,2.847380741757222,1021.7153987143703,0.08919546082134341,28.50690739036035,0.42429095515660564,5,0.8606042636135822,0.5370026784172865,0.30041853691201664,23.291985088109136,-3.2300048151065135,0.0,False
41,2015-09-05,2015,9,east_coast,12.075864146262182,84.55253519110096,49.32877470903899,108,active_monsoon,6.488310502208206,22.316148778752098,87.87801524248584,19.06790744254297,11.274042510362563,1017.3456971298697,-0.03166089428519067,25.7053119767693,0.42948303182133496,6,0.8139291249869121,0.4283851503750664,0.3453274611205262,45.007617558843755,17.59471862428196,24.083029126490167,False
42,2024-09-27,2024,9,central_india,26.36599618002481,75.05866369756626,299.45690243329346,105,coastal_orographic,12.118734471841107,31.373148796197658,66.38342824572803,20.027216286969562,6.977533443984326,995.4776106677153,-0.2379918919743884,26.181550740241143,0.28597803640538044,4,-0.41605559613411636,0.7929385769681643,0.0,95.29634416633719,13.54155683014073,25.660291301981836,False
43,2025-07-11,2025,7,west_coast,16.07840287025384,73.57942690324907,244.97521804047722,70,monsoon_low_depression,2.8993153907645564,29.738834101507564,,11.988222384653385,,1017.3211562557154,0.029555051147091428,26.988549166616043,-1.0538241747063428,2,0.1603477220375891,-0.55527181794338,0.575468359882614,21.12643342942111,8.453132844116091,11.352448234880647,False
44,2023-08-22,2023,8,central_india,23.02662602883938,84.30209939067797,917.7125147136968,51,active_monsoon,,26.0593730896944,69.51785308270725,12.009187556313357,3.368553843848413,1009.9504829163317,0.1286758502415598,29.43160572975776,0.02379134970856228,4,0.13410617022640442,0.706974556822395,0.15527393026093023,282.522832088892,1.4506235756670933,3.422242183436759,False
45,2015-07-08,2015,7,northeast_india,23.885263495110877,90.33134733200002,1118.8712199964366,105,break_monsoon,2.0496831776481383,28.308096973277166,82.80985416632488,13.368571116927422,1.0077189091522691,1005.2753666277814,0.12703741949626537,27.882554647157733,-0.7520084751191762,3,0.17274297891748172,0.32526074030735475,0.37441100244482955,356.3300261725603,3.9522091558480326,6.001892333496171,False
46,2023-08-28,2023,8,central_india,17.620167276120732,80.74615151272415,430.25860431458943,107,active_monsoon,8.628074465628233,24.030097895746913,68.2438595845354,20.6302551571076,9.832015925041217,1006.6428086359391,-0.3337230493650788,28.881271410663764,-0.11847132289533502,8,0.3107181499578608,-1.6191888265932435,0.2442093532267673,164.89617224626133,2.317966190876822,10.946040656505055,False
47,2013-07-21,2013,7,central_india,17.493412728013695,78.94458290512573,375.36482372933085,112,break_monsoon,7.6122784276719395,27.264017160421705,63.768814697519346,20.129192400682985,10.380903981370738,999.039233926715,-0.22364333931481098,29.2836536179463,1.6530598813209738,6,0.812485650667112,0.9172081911540411,0.01080718458045199,123.11841858247473,12.946710186060988,20.55898861373293,False
48,2025-06-29,2025,6,central_india,26.113329429831097,77.521404469695,483.5094981141868,35,active_monsoon,1.4626896256602764,27.99956186667385,73.68296932341973,11.26382001918458,4.706379105205274,999.7612425926935,0.16510388207430382,28.669982020919342,-0.018079055657194976,3,0.8553097757394377,-0.12683518095300989,0.20851213228767831,244.38017041586102,6.064269813817466,7.526959439477743,False
49,2021-08-25,2021,8,peninsular_india,9.213722892770718,77.47175300592727,364.0581030549634,60,monsoon_low_depression,14.677154115648532,30.934066739792193,,17.81309105794609,11.312724516029036,1018.1466436202111,-0.14429968389136438,28.236803022258073,0.15220802032495045,4,0.6652372493884553,-0.8977965153270938,0.3104452826722139,196.02437441444974,15.640606762902607,30.31776087855114,False
50,2021-06-06,2021,6,north_india,32.22848888905483,86.32635554848981,421.20198434668214,33,break_monsoon,1.0567376783574387,22.572398222149346,71.37860659717226,15.136829020848785,9.155074363154224,991.7676059077863,-0.04387145143565858,27.772756311768223,-0.5143271849988096,4,0.632161368116377,-0.3560641987752856,0.21308980373436534,680.0393091987543,4.704588528391371,5.76132620674881,False
51,2019-06-20,2019,6,north_india,33.305311614054105,87.67102151022316,224.6869595639072,69,break_monsoon,2.2394176682547324,28.633438857840652,71.16957507929902,17.8406935204179,4.536759173209005,996.3076523504078,-0.1531810594709474,26.03768889620393,1.6631603960406762,8,0.6620677913618919,0.7897308011602436,0.0,2.4778700268979446,7.542002024146493,9.781419692401226,False
52,2014-06-25,2014,6,central_india,16.032282090702225,79.02589239513621,824.3898075181241,86,break_monsoon,,25.106742720770924,85.89125863875066,13.461151323100676,4.285233269086745,1009.6026423176187,-0.023625224327154797,28.907268870335493,-0.16763145663150625,7,0.0018970042220116529,1.5187553848191877,0.2598193809051665,618.1005503591323,5.484717044376054,8.730782129334523,False
53,2018-09-21,2018,9,east_coast,20.325590504505374,85.35772629674567,139.04436822875553,62,active_monsoon,1.8130574149666956,32.039181753317465,71.88437874749505,17.388659795415734,2.608732637789398,1005.0489263663593,-0.17571357934675447,28.471416746025486,-0.0505429568605639,7,0.9008298159944426,0.36274966250850504,0.3481904909289661,40.05028882580873,16.601098930601182,18.41415634556788,False
54,2021-08-12,2021,8,north_india,29.821366564353895,70.8777074110142,222.4089644125916,76,active_monsoon,3.8008108593527825,22.04421588399203,61.35138037038247,14.04902995561889,11.637418037795596,999.0560201704706,-0.09993773457524324,27.93814023407531,1.4489077510924973,5,-0.6530632838182332,0.4055591061916852,0.045345432276229225,514.4981941060646,5.988348762267887,9.78915962162067,False
55,2019-08-23,2019,8,northeast_india,26.629625959098135,92.67726203161865,824.4151162271543,52,coastal_orographic,6.337237482357522,22.586864553038062,80.259757522377,20.54433963717113,7.7578104783709465,998.3423858570598,-0.22471982370365004,28.080066937751855,1.0715415439235143,1,-0.17505774377572889,-0.4402218302186188,0.3542350702168411,116.64930142726948,18.85774151405274,25.194978996410264,False
56,2021-06-02,2021,6,north_india,33.153099091677745,74.86613070377257,165.14104000580937,111,coastal_orographic,,27.99997996565585,78.36309520787455,15.980747811964058,13.890458991966327,994.8285880487987,-0.019482127284970938,29.385835388927827,0.04555707905168155,2,-0.6124957397795481,0.5895861698685254,0.10861439844156062,33.507819276881676,9.074749180598086,14.704514678220068,False
57,2021-06-25,2021,6,northeast_india,23.946328280458687,91.73652613193126,610.119319075093,63,active_monsoon,2.0889281114626996,22.020897861169274,74.24607172986055,14.426927313612138,6.666608882488353,1000.2210494946962,-0.20176809606583623,28.552601112274107,-0.04529074148381018,3,0.054132815330833695,0.1287456104916937,0.25144135079345475,70.52661727076482,11.365631051543174,13.454559163005873,False
58,2012-08-24,2012,8,himalayan,34.98282525844313,92.96266609156594,2637.652974343625,109,coastal_orographic,2.5196686792254597,22.171293298689122,82.36439598978455,14.615348753891652,17.0276820134424,979.5412318768277,0.15877914093465106,27.426556824846227,-0.24935448017292755,2,-0.007734666916200124,-1.0017581840559568,0.5335774107407707,150.14035932894518,15.98014220794493,18.49981088717039,False
59,2015-07-01,2015,7,himalayan,31.736531733292452,83.49378550065764,2664.854790531562,69,western_disturbance,7.622696916784932,24.881860364797884,80.2598932913743,17.92355019471257,1.992309531333262,988.7720901008984,-0.07906199172343506,26.238438811919007,1.0041723672288294,8,-0.399634561263032,-0.2631355508661566,0.6238522532740362,107.1805979035406,27.363873650069237,34.98657056685417,False
60,2016-08-20,2016,8,peninsular_india,15.015942886959403,82.52031910596382,451.51788786746414,114,western_disturbance,1.641289829396956,31.214885201274527,70.04435128721641,10.341567414527004,,1017.9424575156158,-0.014715179478551027,29.2993190294425,-0.08838055947446125,5,1.4313918643000358,1.876896865127203,0.19001871414320504,333.93609443654043,7.429121909645378,9.070411739042335,False
61,2020-09-12,2020,9,central_india,25.010218304266104,76.25726689045779,1360.8196012972298,76,coastal_orographic,3.063465084593011,28.812181934779527,64.92424460120978,7.379550760278269,1.4335336373059704,994.0886306638888,0.30506669228144456,27.9161344607692,-0.3975619565507819,8,-0.9162507264987793,-0.7905016244114185,0.17621294519001446,14.845157112033158,1.3409887170762456,4.4044538016692565,False
62,2012-08-08,2012,8,northeast_india,24.083776697088155,96.6456625099896,391.72780431482937,87,active_monsoon,4.22195745247348,28.042654810770284,78.93441466046177,9.626219691526373,6.7146092924566805,1011.6827849068277,0.2022750135851101,27.46765281156259,-0.028499131902292307,1,0.1000923882025594,-0.7850800095793143,0.09443496627126188,102.43481516229392,-5.292977762871368,0.0,False
63,2016-09-01,2016,9,central_india,18.68087431687268,78.22854521650633,507.2756485223351,83,break_monsoon,1.0036704366204383,31.228047862551964,70.16483148169884,14.609310172373005,1.5739294120757163,1003.570763310113,-0.11548349907087554,29.182249830813056,0.419069431181723,6,-1.7741319328162204,0.11147433207680124,0.13303719353148638,7.943032372681379,-2.9206307438643675,0.0,False
64,2012-08-14,2012,8,northeast_india,23.930442625292265,89.89233254899041,588.7911955496123,36,coastal_orographic,4.678373472997793,22.14724496780799,78.68033770566952,17.187911850118173,11.957434811315908,1002.4948406306054,-0.01776888353667444,30.963691519577676,0.22570820080720616,8,1.843731840809399,0.9651148144018749,0.15397348467071503,268.4624771955685,17.42235365951112,22.100727132508915,False
65,2011-08-12,2011,8,peninsular_india,17.425969921754003,75.99054969674151,292.89510456559725,53,western_disturbance,,26.0441040060999,92.99124483975558,19.7029508912425,9.043211443933686,1002.0545926748614,-0.2221752443674397,28.09075539337395,0.019778774509576602,3,1.3970607575648708,-1.2214686195910038,0.3269703153190183,96.51662657992469,23.95889091736483,59.13937611712156,False
66,2016-09-23,2016,9,northeast_india,23.665789569114853,90.32853573521656,589.5611009404228,63,active_monsoon,4.232911505025668,24.93976200757072,73.13209016810211,14.378520333767055,2.9512639473936026,986.9167329995612,-0.09302121106746261,26.631031826623726,-0.49525357485318955,3,1.2411069654902165,-0.05490568252347078,0.2920982474257309,273.9104506457889,1.9616244861227488,6.194535991148417,False
67,2021-08-04,2021,8,east_coast,17.66222045347411,82.11305390171955,45.91931275464784,38,coastal_orographic,4.254036503158872,31.048222871978265,72.24527410138387,13.992179672304884,6.877498042903775,1012.9266850209779,0.07478431473215963,26.365102368363377,0.34901417526901796,7,1.138966563929505,0.232437092729567,0.3990876578318183,80.22741284068826,11.831566413890659,16.08560291704953,False
68,2025-07-24,2025,7,central_india,15.423947898712198,79.870571326574,811.6618425568114,64,active_monsoon,9.962693194158556,30.34686804941347,72.95890880174262,12.466723322106063,2.0961114059075863,1013.620065343988,0.050934194085715256,28.962603318368913,-0.8545056048354295,8,-0.32071044934957227,-0.7243620137310817,0.13018703855525993,133.1648672433166,-1.5991176226931594,8.363575571465397,False
69,2014-08-08,2014,8,central_india,26.008164550721826,76.93145652064963,782.2151785229257,26,monsoon_low_depression,5.663473587991854,26.231784307871248,63.36946093879254,15.86180470829844,1.1069947923257677,999.0714801329863,-0.08144741739566369,29.06624819544985,-1.0323118237165538,1,0.6350280981121346,-0.01007189487472688,0.14319828292074,212.07529141542068,11.557692439237192,17.221166027229046,False
70,2017-07-14,2017,7,northeast_india,25.721936610512273,93.63306846725614,326.31718957179737,37,active_monsoon,,26.456153250054086,69.55182398326784,20.81933724093704,2.6549413355753364,998.4673415821953,-0.12288848075930016,27.487389734752114,-0.8034448810563565,5,-1.8843394915678047,-0.27991436475425835,0.20038934899075067,154.6815072746539,17.21988018017543,24.26503758867437,False
71,2015-07-09,2015,7,north_india,29.13916912164751,72.59269988032577,295.33505495131016,84,coastal_orographic,2.9106218872122502,24.924195767535217,87.92916596977336,18.418944834958786,7.729594337803484,1002.0210800736768,-0.10372459374189566,28.904117170558383,0.20448932331146613,6,-0.32937579334717393,-0.4978996747836308,0.17101609432066625,744.7792568916694,12.623806858128882,15.534428745341131,False
72,2013-08-03,2013,8,west_coast,19.459034855984896,68.02118220156531,107.76207810100318,117,break_monsoon,2.7114307991067452,27.532944653513145,82.16661460448188,16.205996895873692,7.063833436687512,1009.3414644879537,0.10036513355747702,30.577830074691228,0.04342583181736885,8,0.17407646026438872,-0.8111243962601993,0.43839947097143106,6.761856921749545,-9.67449739909594,0.0,False
73,2013-08-30,2013,8,north_india,25.59454247052255,86.76681121096571,307.5409362258126,80,coastal_orographic,9.357945092424478,30.81356488307409,76.6443249001334,14.683250677263622,3.0901221155172336,993.9185304594688,-0.00679527929818999,27.26809950836145,0.3899398672395792,7,-0.27358279400556057,0.2772393847729181,0.193889300268148,124.17222112425684,9.593205171458793,18.95115026388327,False
74,2011-06-23,2011,6,west_coast,14.293975958434498,71.115648054032,160.9320444104809,57,active_monsoon,3.5748282702032363,24.02462078179369,71.02585023938468,20.038566353777902,2.2316617576813464,1017.3938408434523,-0.1424061730908716,27.895570885742735,0.12027098746624762,5,0.6702683175493296,-0.6031027126349499,0.422224454287102,120.63885976795262,15.020315247848075,18.595143518051312,False
